"player_id","lica_nacional_española","player_nacionality","player_process","season","team_category","player_name","team_id","player_category"
"6625","liga_nacional_española","ESPAÑOLA","Tramitada (En pruebas no Oficial)","2016-2017","17","LUCAS RODRIGUEZ CHAO","832",""
"15909","liga_nacional_española","ESPAÑOLA","Tramitada (En pruebas no Oficial)","2016-2017","17","ALBERTO PEREZ PENEDO","832",""
"8006","liga_nacional_española","ESPAÑOLA","Tramitada (En pruebas no Oficial)","2016-2017","17","JUAN LOIS FUENTES","832",""
"957","liga_nacional_española","ESPAÑOLA","Tramitada (En pruebas no Oficial)","2016-2017","17","JUAN JOSE ALONSO GOMEZ","832",""
"7585","liga_nacional_española","ESPAÑOLA","Tramitada (En pruebas no Oficial)","2016-2017","17","EUSEBIO CERVIÑO LOPEZ","832",""
"9976","liga_nacional_española","ESPAÑOLA","Tramitada (En pruebas no Oficial)","2016-2017","17","DAVID GONZALEZ MARTINEZ","832",""
"9994","liga_nacional_española","ESPAÑOLA","Tramitada (En pruebas no Oficial)","2016-2017","17","JESUS PORTO GOMEZ","832",""
"6980","liga_nacional_española","ESPAÑOLA","Tramitada (En pruebas no Oficial)","2016-2017","17","ELADIO COSTAS PEREIRA","832",""
"1149","liga_nacional_española","ESPAÑOLA","Tramitada (En pruebas no Oficial)","2016-2017","17","JOSE JULIO ROMAN DE BARROS","832",""
"10613","liga_nacional_española","ESPAÑOLA","Tramitada (En pruebas no Oficial)","2016-2017","17","ARABEL MORAGUEZ GARCELL","832",""
"19946","liga_nacional_española","ESPAÑOLA","Tramitada (En pruebas no Oficial)","2016-2017","17","CLAUDIO RUFINO GONZALEZ MOREIRA","832",""
"19716","liga_nacional_española","ESPAÑOLA","Tramitada (En pruebas no Oficial)","2016-2017","17","MARCOS FERNANDEZ GAGO","832",""
"21266","liga_nacional_española","ESPAÑOLA","Tramitada (En pruebas no Oficial)","2016-2017","17","GONZALO FERNANDEZ GAGO","832",""
"19659","liga_nacional_española","ESPAÑOLA","Tramitada (En pruebas no Oficial)","2016-2017","17","FERNANDO ESTEVEZ ABALDE","832",""
"15755","liga_nacional_española","ESPAÑOLA","Tramitada (En pruebas no Oficial)","2016-2017","17","CARLOS DIEGUEZ ESTEVEZ","832",""
