"player_id","lica_nacional_española","player_nacionality","player_process","season","team_category","player_name","team_id","player_category"
"17426","liga_nacional_española","NIGERIANA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","LAWAL ABIODUN GANIU","10166","23M"
"1584","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","JACOBO JOSE ENSEÑAT BEREA","10166","SEM"
"1812","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","VALERI MALOV MALOV","10166","SEM"
"6074","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","JAVIER OBELLEIRO RIVEIRO","10166","23M"
"7769","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","CARLOS DOMINGUEZ TABUYO","10166","23M"
"10001","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","PABLO UXIO REGUEIRO NUÑEZ","10166","CIM"
"18785","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","MANUEL BERMUDEZ COUTO","10166","INM"
"17160","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","LOIS TEIXEIRA TABOADA","10166","INM"
"17161","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","ADAN CALVO GARCIA","10166","ALM"
"17246","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","MARTIN RAMIRO VILABOA GARCIA","10166","INM"
"18782","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","ALEXANDRE IGLESIAS FANDIÑO","10166","ALM"
"10745","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","CAMILO GONZALEZ SANCHEZ","10166","INM"
"7836","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","SIMON RAÑA GUERRA","10166","23M"
"8391","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","ELOY RAÑA GUERRA","10166","JUM"
"7486","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","EDGAR RODRIGUEZ PIÑEIRO","10233","23M"
"11080","liga_nacional_española","OTRO PAIS EXT","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","NIGEL WEBB","10233","SEM"
"1576","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","JOSE LUIS CABALEIRO FERNANDEZ","10233","SEM"
"2469","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","MIGUEL ANGEL CABALEIRO FERNANDEZ","10233","SEM"
"6162","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","MARCOS SANMARTIN GARCIA","10233","23M"
"6624","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","PABLO ALVAREZ PEQUEÑO","10233","23M"
"6625","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","LUCAS RODRIGUEZ CHAO","10233","23M"
"8006","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","JUAN LOIS FUENTES","10233","JUM"
"15585","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","IGNACIO ALONSO ALONSO","10233","VEM"
"15755","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","CARLOS DIEGUEZ ESTEVEZ","10233","CJM"
"19715","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","DAVID VAZQUEZ GONZALEZ","10233","SEM"
"19729","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","BELTRAN PEDROSA CLAVO","10233","CJM"
"19728","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","MANUEL BODEGA PALOMEQUE","10233","JUM"
"19716","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","MARCOS FERNANDEZ GAGO","10233","INM"
"19717","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","PEDRO BODEGA PALOMEQUE","10233","ALM"
"19660","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","SIMON COVELO PINTOR","10233","CIM"
"19659","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","FERNANDO ESTEVEZ ABALDE","10233","VEM"
"18055","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","SANTIAGO BARCIA MEJIN","10233","ALM"
"18454","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","JOSE LUIS CONDE CARRILLO","10233","VEM"
"957","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","JUAN JOSE ALONSO GOMEZ","10233","VEM"
"1079","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","JOSE MANUEL FERNANDEZ ABARQUERO","10233","VEM"
"1149","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","JOSE JULIO ROMAN DE BARROS","10233","VEM"
"5699","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","JOSE VIDAL URDAMPILLETA","10233","VEM"
"7584","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","ESTEBAN FERRER RODRIGUEZ","10233","23M"
"9994","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","JESUS PORTO GOMEZ","10233","23M"
"10613","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","ARABEL MORAGUEZ GARCELL","10233","VEM"
"10615","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","ELOY VILA POSADA","10233","JUM"
"18482","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","FRANCISCO JAVIER RAMALLO REBOREDO","1493","SEM"
"16998","liga_nacional_española","OTRO PAIS EXT","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","CONIC DANIEL","1493","SEM"
"1725","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","FERNANDO ALVAREZ CAO","1493","SEM"
"3784","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","SEBASTIAN CASALDERREY DIAZ","1493","23M"
"4411","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","DANIEL CASALDERREY DIAZ","1493","23M"
"4442","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","RAFAEL ALONSO FERNANDEZ","1493","VEM"
"5013","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","IGNACIO FERNANDEZ PEDROS","1493","23M"
"5716","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","CRISTOFER SANTIAGO BARREIRO","1493","JUM"
"7508","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","SANTIAGO PRIETO GONZALEZ","1493","CJM"
"10558","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","ÁNGEL RODRÍGUEZ CERDEIRA","1493","JUM"
"194","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2013-2014","17","EMILIO ALVAREZ VILARIÑO","1493","VEM"
