"player_id","lica_nacional_española","player_nacionality","player_process","season","team_category","player_name","team_id","player_category"
"5685","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","EDUARDO IVAN BARREIRO IGLESIAS","1463","23M"
"1920","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","ORLANDO CONDE VAZQUEZ","1463","SEM"
"1607","liga_nacional_española","UCRANIANA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","SERGEI SOKOLOVSKY","1463","SEM"
"8005","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","RICARDO CARRACEDO ALVAREZ","1463","VEM"
"8651","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","JESUS PORTEIRO ALLO","1463","SEM"
"9188","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","MARTIN GONZALEZ MIGUEZ","1463","JUM"
"9316","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","AVELINO SOUTO PENA","1463","VEM"
"2562","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","PERE NAVARRO GALVEZ","1463","SEM"
"17121","liga_nacional_española","PORTUGUESA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","DIOGO MIGUEL FERREIRA DE CARVALHO","1463","23M"
"7830","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","FRANCISCO JAVIER TORRES TOBIO","1463","JUM"
"18618","liga_nacional_española","PORTUGUESA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","JOSÉ ÉNIO MENDES DA ENCARNÇAO","1463","SEM"
"16749","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","ROI SIXTO SANJOSÉ","1463","SEM"
"18693","liga_nacional_española","ARGENTINA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","ANDRÉS KOATZ","1463","23M"
"8003","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","DAVID CARRACEDO RODRIGUEZ","1463","JUM"
"19451","liga_nacional_española","SERBIA Y MONTE.","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","DENIS CONIC","1463","SEM"
"6852","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","IAGO ANDRE LOPEZ LOUREIRO","1463","JUM"
"6638","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","ELISEO XAVIER MIGUELEZ DIAZ","1463","VEM"
"1290","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","PABLO LOIS GONZÁLEZ","1463","VEM"
"949","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","CARLOS NOGUEIRA DIZ","1463","VEM"
"324","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","JOSE FERNANDEZ ALBORES","1463","VEM"
"8004","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","MANUEL CALVO MARTI","1463","CJM"
"9192","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","MANUEL COBAS BLANCO","1463","VEM"
"9955","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","LOIS LOPEZ BLANCO","1463","JUM"
"15701","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","ERIC FAGUNDES OTERO","1463","SEM"
"16036","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","DANIEL MACEIRAS VIDAL","1463","CIM"
"16263","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","JOSE GARRES DIAZ","1463","SEM"
"18690","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","BLAS GARCÍA LOIS","1463","BEM"
"5668","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","JULIO REGUEIRO MARTINEZ","791","VEM"
"4462","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","NICOLAS BREGUA CARRO","791","23M"
"4460","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","FERNANDO PADIN FERNANDEZ","791","23M"
"3243","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","ADRIAN VIDAL FERNANDEZ","791","SEM"
"1644","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","ALEJANDRO PEREZ PIÑEIRO","791","SEM"
"1038","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","FERNANDO JOSÉ PADIN MONTANS","791","VEM"
"855","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","JORGE ANDRES GAMBRA SAID","791","VEM"
"7469","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","MARTIN REGUEIRO POMBO","791","CJM"
"4901","liga_nacional_española","NIGERIANA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","AHMED KAZEEM KOLAWOLE","791","SEM"
"6529","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","TOMAS CARBAJAL LOIS","791","23M"
"5669","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","ANTONIO ANGEL REGUEIRO MARTINEZ","791","VEM"
"5667","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","MIGUEL ANGEL CHAVES VILAS","791","VEM"
"887","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","RAMON BARROS REY","791","VEM"
"731","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","JORGE JUAN VIDAL DAPORTA","791","VEM"
"452","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","RAMON PADIN OUBIÑA","791","VEM"
"7468","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","PABLO REGUEIRO POMBO","791","23M"
"18593","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","SIMON DUARTE ZORRILLA","791","INM"
"15906","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","RODRIGO PIÑEIRO CARRO","791","JUM"
"18592","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","DIEGO MARIÑO COSTA","791","INM"
"17235","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","SANTIAGO FERNÁNDEZ GONZÁLEZ","791","CIM"
"2967","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","DIEGO QUINTERO BECEIRO","960","SEM"
"428","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","ANTONIO CASAL SIXTO","960","VEM"
"8287","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","RUBEN GARCIA RODRIGUEZ","960","JUM"
"18198","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","ALBERTO VARGAS FRAGA","960","CJM"
"6468","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","JAIME REMIGIO MARTINEZ PENA","960","VEM"
"6467","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","FERNANDO JAVIER GARCIA FERNANDEZ","960","VEM"
"1108","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","JOSE MANUEL FERNANDEZ MOSQUERA","960","VEM"
"7473","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","JESUS VICTOR RODRIGUEZ ANEIROS","960","VEM"
"7474","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","MANUEL FERNANDEZ LORENZO","960","VEM"
"8283","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","FERNANDO LOPEZ SALORIO","960","CJM"
"8285","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","LOIS RICO OCAMPO","960","CJM"
"9313","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","VICTOR PAEZ BLANCO","960","CJM"
"11106","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","FELIPE PIÑÓN TEMBRÁS","960","CJM"
"17988","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","FRANCISCO JAVIER VALDIVIESO FERNANDEZ","960","23M"
"10007","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","FRANCISCO JAVIER MOURIÑO GRANDIO","960","SEM"
"2927","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","BREIXO QUIJANO RODRIGUEZ","960","SEM"
"19413","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","ERNESTO MOLINA BERMUDEZ","960","SEM"
"19431","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","MIGUEL ANGEL POUSO SUAREZ","960","VEM"
"19433","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","ANGEL SANTAMARINA RIVERA","960","SEM"
"19434","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","CARLOS ANGEL MARQUEZ DOPICO","960","VEM"
"19435","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","ANDRES VILA PRADO","960","23M"
"19430","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","JOSE ANGEL LEGASPI FERNANDEZ","960","VEM"
"18197","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","CARLOS MENDEZ DIAZ","960","JUM"
"18442","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","GONZALO SUEIRAS PEREIRA","960","SEM"
"18443","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","ABELARDO TEIJIDO LAGE","960","VEM"
"18450","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","ALVARO ILLOBRE SAAVEDRA","960","VEM"
"18451","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","ALBERTO NOVO CASTRO","960","VEM"
"18435","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","DANIEL LOPEZ ABBOTT","960","ALM"
"18437","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","YERAY PONCE VILARIÑO","960","ALM"
"18438","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","NUNO BAAMONDE BECEIRO","960","BEM"
"18439","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","MARIO MARTINEZ ESTEVEZ","960","ALM"
"18441","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","KEVIN PEREZ NIETO","960","ALM"
"18449","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","DANIEL ARDAO GRANDAL","960","BEM"
"3901","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","RAFAEL OTERO COSTAS","1070","23M"
"3581","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","SAMUEL PEREIRO COSTAS","1070","23M"
"3245","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","LUCAS TOJAL SIERRA","1070","SEM"
"3102","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","HECTOR COSTAS COSTAS","1070","SEM"
"2194","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","ANTONIO DAVID GREGORIO ALVAREZ","1070","SEM"
"9975","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","MARTIN PINTOS BARREIRO","1070","CIM"
"11080","liga_nacional_española","OTRO PAIS EXT","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","NIGEL WEBB","1070","SEM"
"14743","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","DANIEL ESTEVEZ JENSSEN","1070","CIM"
"9976","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","DAVID GONZALEZ MARTINEZ","1070","23M"
"6980","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","ELADIO COSTAS PEREIRA","1070","VEM"
"8949","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","RODRIGO GRAÑA MOLINA","1070","23M"
"4417","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","JOSE ANGEL IGLESIAS MARIÑO","1070","VEM"
"17432","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","ANDRES GREGORIO ALVAREZ","1070","SEM"
"6974","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","JAVIER FERNANDEZ ESTEVEZ","1070","SEM"
"4418","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","VICENTE PINTOS SANTIAGO","1070","VEM"
"2879","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","ABRAHAM OTERO TRONCOSO","1070","SEM"
"770","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","JOSE MANUEL GONZALEZ ALONSO","1070","VEM"
"40","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","ENRIQUE E. FERNANDEZ RODRIGUEZ","1070","VEM"
"8937","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","ANDRES IGLESIAS FERNANDEZ","1070","VEM"
"14745","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","LUIS D?AGOSTINO PÉREZ","1070","CJM"
"15621","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","DANIEL PIÑEIRO GONZALEZ","1070","CJM"
"15909","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","ALBERTO PEREZ PENEDO","1070","JUM"
"16079","liga_nacional_española","ESPAÑOLA","Solicitada por Club (En pruebas no Oficial)","2012-2013","17","ABEL CHARRO GRAÑA","1070","23M"
